774: h = 12; [[1, 6, 3], [8, 2, 5], [0, 7, 4]]
776: h = 12; [[1, 6, 3], [8, 4, 0], [7, 5, 2]]
778: h = 9; [[1, 6, 3], [8, 0, 4], [7, 5, 2]]
780: h = 9; [[1, 0, 3], [8, 6, 4], [7, 5, 2]]
782: h = 11; [[0, 1, 3], [8, 6, 4], [7, 5, 2]]
784: h = 11; [[1, 3, 0], [8, 6, 4], [7, 5, 2]]
786: h = 11; [[1, 6, 3], [8, 5, 4], [7, 0, 2]]
788: h = 10; [[1, 6, 3], [8, 5, 4], [7, 2, 0]]
790: h = 12; [[1, 6, 3], [0, 8, 4], [7, 5, 2]]
792: h = 12; [[1, 6, 3], [8, 5, 0], [7, 2, 4]]
796: h = 12; [[1, 6, 4], [8, 2, 3], [0, 7, 5]]
798: h = 12; [[1, 6, 4], [8, 2, 3], [7, 5, 0]]
800: h = 12; [[1, 6, 4], [8, 3, 0], [7, 2, 5]]
804: h = 13; [[0, 1, 4], [8, 2, 3], [7, 5, 6]]
806: h = 13; [[0, 1, 5], [8, 3, 4], [7, 6, 2]]
808: h = 13; [[0, 1, 6], [8, 3, 4], [7, 2, 5]]
810: h = 13; [[0, 2, 4], [1, 8, 3], [7, 5, 6]]
812: h = 13; [[0, 3, 2], [1, 8, 4], [7, 5, 6]]
814: h = 13; [[0, 3, 2], [1, 8, 5], [7, 6, 4]]
816: h = 13; [[1, 0, 2], [8, 4, 5], [7, 3, 6]]
818: h = 13; [[1, 0, 2], [8, 4, 6], [7, 5, 3]]
820: h = 13; [[1, 0, 2], [8, 6, 5], [7, 4, 3]]
822: h = 13; [[1, 2, 4], [0, 3, 6], [8, 7, 5]]
824: h = 13; [[1, 2, 4], [3, 0, 6], [8, 7, 5]]
826: h = 13; [[1, 2, 4], [3, 6, 0], [8, 7, 5]]
828: h = 11; [[1, 2, 0], [3, 6, 4], [8, 7, 5]]
830: h = 13; [[1, 0, 2], [3, 6, 4], [8, 7, 5]]
832: h = 13; [[1, 2, 4], [7, 8, 3], [0, 5, 6]]
834: h = 13; [[1, 2, 5], [8, 4, 6], [7, 3, 0]]
838: h = 13; [[1, 2, 6], [0, 4, 3], [8, 7, 5]]
840: h = 13; [[1, 2, 6], [4, 0, 3], [8, 7, 5]]
842: h = 13; [[1, 2, 6], [8, 3, 5], [7, 4, 0]]
844: h = 12; [[1, 2, 6], [8, 3, 5], [7, 0, 4]]
846: h = 12; [[1, 2, 6], [8, 0, 5], [7, 3, 4]]
848: h = 13; [[1, 2, 6], [8, 5, 4], [0, 7, 3]]
850: h = 13; [[1, 3, 2], [0, 8, 6], [7, 4, 5]]
852: h = 13; [[1, 3, 2], [7, 8, 4], [0, 5, 6]]
854: h = 13; [[1, 3, 2], [7, 8, 5], [0, 6, 4]]
856: h = 13; [[1, 3, 2], [8, 6, 5], [0, 7, 4]]
858: h = 13; [[1, 3, 4], [8, 5, 0], [7, 2, 6]]
860: h = 11; [[1, 3, 4], [8, 0, 5], [7, 2, 6]]
862: h = 11; [[1, 3, 4], [8, 2, 5], [7, 0, 6]]
864: h = 9; [[1, 3, 4], [8, 2, 5], [7, 6, 0]]
866: h = 7; [[1, 3, 4], [8, 2, 0], [7, 6, 5]]
868: h = 5; [[1, 3, 0], [8, 2, 4], [7, 6, 5]]
870: h = 3; [[1, 0, 3], [8, 2, 4], [7, 6, 5]]
871: h = 0; [[1, 2, 3], [8, 0, 4], [7, 6, 5]]
